date,usage,day,month
2021-04-12 00:19:50.263,0.028297644304674206,12.0,4.0
2021-04-12 00:20:00.787,0.02684081918369171,12.0,4.0
2021-04-12 00:20:11.289,0.028297644304674206,12.0,4.0
2021-04-12 00:20:21.814,0.028297644304674206,12.0,4.0
2021-04-12 00:20:32.317,0.028297644304674206,12.0,4.0
2021-04-12 00:20:42.835,0.028297644304674206,12.0,4.0
2021-04-12 00:20:53.345,0.028297644304674206,12.0,4.0
2021-04-12 00:21:03.862,0.028297644304674206,12.0,4.0
2021-04-12 00:21:14.369,0.02684081918369171,12.0,4.0
2021-04-12 00:21:24.888,0.037038595030569194,12.0,4.0
2021-04-12 00:21:35.395,0.03412494478860419,12.0,4.0
2021-04-12 00:21:45.944,0.05889097184530665,12.0,4.0
2021-04-12 00:21:56.454,0.03412494478860419,12.0,4.0
2021-04-12 00:22:06.968,0.03412494478860419,12.0,4.0
2021-04-12 00:22:17.480,0.03412494478860419,12.0,4.0
2021-04-12 00:22:27.994,0.03412494478860419,12.0,4.0
2021-04-12 00:22:38.511,0.032668119667621696,12.0,4.0
2021-04-12 00:22:49.019,0.032668119667621696,12.0,4.0
2021-04-12 00:22:59.534,0.032668119667621696,12.0,4.0
2021-04-12 00:23:10.045,0.0312112945466392,12.0,4.0
2021-04-12 00:23:20.558,0.032668119667621696,12.0,4.0
2021-04-12 00:23:31.072,0.019556693578779222,12.0,4.0
2021-04-12 00:23:41.586,0.022470343820744216,12.0,4.0
2021-04-12 00:23:52.102,0.022470343820744216,12.0,4.0
2021-04-12 00:24:02.609,0.022470343820744216,12.0,4.0
2021-04-12 00:24:13.123,0.022470343820744216,12.0,4.0
2021-04-12 00:24:23.638,0.02684081918369171,12.0,4.0
2021-04-12 00:24:34.149,0.023927168941726713,12.0,4.0
2021-04-12 00:24:44.685,0.016643043336814226,12.0,4.0
2021-04-12 00:24:55.177,-0.002295683235958241,12.0,4.0
2021-04-12 00:25:05.716,0.0049884423689542465,12.0,4.0
2021-04-12 00:25:16.238,0.003531617247971749,12.0,4.0
2021-04-12 00:25:26.752,0.003531617247971749,12.0,4.0
2021-04-12 00:25:37.255,0.003531617247971749,12.0,4.0
2021-04-12 00:25:47.776,0.003531617247971749,12.0,4.0
2021-04-12 00:25:58.279,0.003531617247971749,12.0,4.0
2021-04-12 00:26:08.788,0.003531617247971749,12.0,4.0
2021-04-12 00:26:19.306,0.003531617247971749,12.0,4.0
2021-04-12 00:26:29.831,0.003531617247971749,12.0,4.0
2021-04-12 00:26:40.333,0.003531617247971749,12.0,4.0
2021-04-12 00:26:50.858,0.0049884423689542465,12.0,4.0
2021-04-12 00:27:01.359,0.0049884423689542465,12.0,4.0
2021-04-12 00:27:11.886,0.0049884423689542465,12.0,4.0
2021-04-12 00:27:22.385,0.003531617247971749,12.0,4.0
2021-04-12 00:27:32.895,0.003531617247971749,12.0,4.0
2021-04-12 00:27:43.411,0.003531617247971749,12.0,4.0
2021-04-12 00:27:53.934,0.0049884423689542465,12.0,4.0
2021-04-12 00:28:04.437,0.0049884423689542465,12.0,4.0
2021-04-12 00:28:14.961,0.003531617247971749,12.0,4.0
2021-04-12 00:28:25.465,0.003531617247971749,12.0,4.0
2021-04-12 00:28:35.970,-0.005209333477923236,12.0,4.0
2021-04-12 00:28:46.495,-0.0037525083569407386,12.0,4.0
2021-04-12 00:28:57.102,-0.005209333477923236,12.0,4.0
2021-04-12 00:29:07.596,-0.005209333477923236,12.0,4.0
2021-04-12 00:29:18.098,-0.0008388581149757436,12.0,4.0
2021-04-12 00:29:28.603,-0.005209333477923236,12.0,4.0
2021-04-12 00:29:39.107,-0.005209333477923236,12.0,4.0
2021-04-12 00:29:49.612,-0.005209333477923236,12.0,4.0
2021-04-12 00:30:00.116,-0.005209333477923236,12.0,4.0
2021-04-12 00:30:10.622,-0.005209333477923236,12.0,4.0
2021-04-12 00:30:21.134,-0.0037525083569407386,12.0,4.0
2021-04-12 00:30:31.632,-0.0037525083569407386,12.0,4.0
2021-04-12 00:30:42.136,-0.0037525083569407386,12.0,4.0
2021-04-12 00:30:52.629,-0.0037525083569407386,12.0,4.0
2021-04-12 00:31:03.122,-0.0037525083569407386,12.0,4.0
2021-04-12 00:31:13.618,-0.005209333477923236,12.0,4.0
2021-04-12 00:31:24.123,-0.0037525083569407386,12.0,4.0
2021-04-12 00:31:34.628,-0.0037525083569407386,12.0,4.0
2021-04-12 00:31:45.147,-0.005209333477923236,12.0,4.0
2021-04-12 00:31:55.643,-0.005209333477923236,12.0,4.0
2021-04-12 00:32:06.143,0.032668119667621696,12.0,4.0
2021-04-12 00:32:16.654,0.032668119667621696,12.0,4.0
2021-04-12 00:32:27.155,0.032668119667621696,12.0,4.0
2021-04-12 00:32:37.664,0.0312112945466392,12.0,4.0
2021-04-12 00:32:48.159,0.02684081918369171,12.0,4.0
2021-04-12 00:32:58.684,0.02684081918369171,12.0,4.0
2021-04-12 00:33:09.181,0.025383994062709213,12.0,4.0
2021-04-12 00:33:19.702,0.03412494478860419,12.0,4.0
2021-04-12 00:33:30.210,0.028297644304674206,12.0,4.0
2021-04-12 00:33:40.715,0.028297644304674206,12.0,4.0
2021-04-12 00:33:51.240,0.028297644304674206,12.0,4.0
2021-04-12 00:34:01.742,0.0355817699095867,12.0,4.0
2021-04-12 00:34:12.261,0.04723637087744667,12.0,4.0
2021-04-12 00:34:22.765,0.045779545756464174,12.0,4.0
2021-04-12 00:34:33.286,0.045779545756464174,12.0,4.0
2021-04-12 00:34:43.800,0.045779545756464174,12.0,4.0
2021-04-12 00:34:54.309,0.045779545756464174,12.0,4.0
2021-04-12 00:35:04.814,0.04723637087744667,12.0,4.0
2021-04-12 00:35:15.320,0.04432272063548168,12.0,4.0
2021-04-12 00:35:25.824,0.04432272063548168,12.0,4.0
2021-04-12 00:35:36.333,0.037038595030569194,12.0,4.0
2021-04-12 00:35:46.840,0.0355817699095867,12.0,4.0
2021-04-12 00:35:57.343,0.037038595030569194,12.0,4.0
2021-04-12 00:36:07.860,0.037038595030569194,12.0,4.0
2021-04-12 00:36:18.364,0.04286589551449918,12.0,4.0
2021-04-12 00:36:28.879,0.03849542015155169,12.0,4.0
2021-04-12 00:36:39.383,0.037038595030569194,12.0,4.0
2021-04-12 00:36:49.895,0.037038595030569194,12.0,4.0
2021-04-12 00:37:00.401,0.04432272063548168,12.0,4.0
2021-04-12 00:37:10.914,0.04723637087744667,12.0,4.0
2021-04-12 00:37:21.418,0.04723637087744667,12.0,4.0
2021-04-12 00:37:31.923,0.04723637087744667,12.0,4.0
2021-04-12 00:37:42.426,0.04723637087744667,12.0,4.0
2021-04-12 00:37:52.932,0.045779545756464174,12.0,4.0
2021-04-12 00:38:03.428,0.04432272063548168,12.0,4.0
2021-04-12 00:38:13.928,0.04432272063548168,12.0,4.0
2021-04-12 00:38:24.428,0.04286589551449918,12.0,4.0
2021-04-12 00:38:34.933,0.04432272063548168,12.0,4.0
2021-04-12 00:38:45.441,0.04432272063548168,12.0,4.0
2021-04-12 00:38:55.956,0.04432272063548168,12.0,4.0
2021-04-12 00:39:06.478,0.04432272063548168,12.0,4.0
2021-04-12 00:39:16.988,0.04432272063548168,12.0,4.0
2021-04-12 00:39:27.502,0.04432272063548168,12.0,4.0
2021-04-12 00:39:38.014,0.04432272063548168,12.0,4.0
2021-04-12 00:39:48.529,0.04286589551449918,12.0,4.0
2021-04-12 00:39:59.041,0.06763192257120164,12.0,4.0
2021-04-12 00:40:09.555,0.06763192257120164,12.0,4.0
2021-04-12 00:40:20.059,0.06763192257120164,12.0,4.0
2021-04-12 00:40:30.580,0.06180462208727165,12.0,4.0
2021-04-12 00:40:41.084,0.02684081918369171,12.0,4.0
2021-04-12 00:40:51.575,0.025383994062709213,12.0,4.0
2021-04-12 00:41:02.066,0.025383994062709213,12.0,4.0
2021-04-12 00:41:12.563,0.025383994062709213,12.0,4.0
2021-04-12 00:41:23.060,0.025383994062709213,12.0,4.0
2021-04-12 00:41:33.560,0.02684081918369171,12.0,4.0
2021-04-12 00:41:44.073,0.02684081918369171,12.0,4.0
2021-04-12 00:41:54.584,0.02684081918369171,12.0,4.0
2021-04-12 00:42:05.075,0.02684081918369171,12.0,4.0
2021-04-12 00:42:15.577,0.02684081918369171,12.0,4.0
2021-04-12 00:42:26.072,0.02684081918369171,12.0,4.0
2021-04-12 00:42:36.578,0.02684081918369171,12.0,4.0
2021-04-12 00:42:47.077,0.02684081918369171,12.0,4.0
2021-04-12 00:42:57.590,0.02684081918369171,12.0,4.0
2021-04-12 00:43:08.102,0.02684081918369171,12.0,4.0
2021-04-12 00:43:18.614,0.003531617247971749,12.0,4.0
2021-04-12 00:43:29.118,0.003531617247971749,12.0,4.0
2021-04-12 00:43:39.611,0.0020747921269892514,12.0,4.0
2021-04-12 00:43:50.181,0.0020747921269892514,12.0,4.0
2021-04-12 00:44:00.685,0.0020747921269892514,12.0,4.0
2021-04-12 00:44:11.190,-0.008122983719888231,12.0,4.0
2021-04-12 00:44:21.693,-0.008122983719888231,12.0,4.0
2021-04-12 00:44:32.215,-0.006666158598905733,12.0,4.0
2021-04-12 00:44:42.720,-0.008122983719888231,12.0,4.0
2021-04-12 00:44:53.224,-0.008122983719888231,12.0,4.0
2021-04-12 00:45:03.716,-0.006666158598905733,12.0,4.0
2021-04-12 00:45:14.207,-0.008122983719888231,12.0,4.0
2021-04-12 00:45:24.702,0.0006179670060067539,12.0,4.0
2021-04-12 00:45:35.195,-0.0037525083569407386,12.0,4.0
2021-04-12 00:45:45.695,-0.0037525083569407386,12.0,4.0
2021-04-12 00:45:56.203,-0.0037525083569407386,12.0,4.0
2021-04-12 00:46:06.702,0.006445267489936744,12.0,4.0
2021-04-12 00:46:17.193,0.009358917731901738,12.0,4.0
2021-04-12 00:46:27.689,0.009358917731901738,12.0,4.0
2021-04-12 00:46:38.188,0.007902092610919242,12.0,4.0
2021-04-12 00:46:48.704,0.009358917731901738,12.0,4.0
2021-04-12 00:46:59.221,0.007902092610919242,12.0,4.0
2021-04-12 00:47:09.731,0.006445267489936744,12.0,4.0
2021-04-12 00:47:20.245,0.006445267489936744,12.0,4.0
2021-04-12 00:47:30.755,0.006445267489936744,12.0,4.0
2021-04-12 00:47:41.259,-0.0008388581149757436,12.0,4.0
2021-04-12 00:47:51.783,-0.002295683235958241,12.0,4.0
2021-04-12 00:48:02.305,-0.0008388581149757436,12.0,4.0
2021-04-12 00:48:12.811,-0.0008388581149757436,12.0,4.0
2021-04-12 00:48:23.322,0.0049884423689542465,12.0,4.0
2021-04-12 00:48:33.833,0.0006179670060067539,12.0,4.0
2021-04-12 00:48:44.341,-0.0008388581149757436,12.0,4.0
2021-04-12 00:48:54.860,-0.0008388581149757436,12.0,4.0
2021-04-12 00:49:05.373,0.006445267489936744,12.0,4.0
2021-04-12 00:49:15.888,0.006445267489936744,12.0,4.0
2021-04-12 00:49:26.393,0.006445267489936744,12.0,4.0
2021-04-12 00:49:36.893,0.006445267489936744,12.0,4.0
2021-04-12 00:49:47.391,0.006445267489936744,12.0,4.0
2021-04-12 00:49:57.883,0.006445267489936744,12.0,4.0
2021-04-12 00:50:08.388,0.006445267489936744,12.0,4.0
2021-04-12 00:50:18.891,0.0049884423689542465,12.0,4.0
2021-04-12 00:50:29.414,0.009358917731901738,12.0,4.0
2021-04-12 00:50:39.917,0.045779545756464174,12.0,4.0
2021-04-12 00:50:50.425,0.04432272063548168,12.0,4.0
2021-04-12 00:51:00.943,0.04432272063548168,12.0,4.0
2021-04-12 00:51:11.466,0.04286589551449918,12.0,4.0
2021-04-12 00:51:21.973,0.041409070393516684,12.0,4.0
2021-04-12 00:51:32.489,0.03995224527253419,12.0,4.0
2021-04-12 00:51:43.004,0.03995224527253419,12.0,4.0
2021-04-12 00:51:53.503,0.03995224527253419,12.0,4.0
2021-04-12 00:52:04.020,0.037038595030569194,12.0,4.0
2021-04-12 00:52:14.542,0.037038595030569194,12.0,4.0
2021-04-12 00:52:25.050,0.037038595030569194,12.0,4.0
2021-04-12 00:52:35.570,0.029754469425656703,12.0,4.0
2021-04-12 00:52:46.075,0.028297644304674206,12.0,4.0
2021-04-12 00:52:56.566,0.028297644304674206,12.0,4.0
2021-04-12 00:53:07.070,0.028297644304674206,12.0,4.0
2021-04-12 00:53:17.561,0.028297644304674206,12.0,4.0
2021-04-12 00:53:28.050,0.02684081918369171,12.0,4.0
2021-04-12 00:53:38.574,0.028297644304674206,12.0,4.0
2021-04-12 00:53:49.076,0.028297644304674206,12.0,4.0
2021-04-12 00:53:59.601,0.023927168941726713,12.0,4.0
2021-04-12 00:54:10.101,0.023927168941726713,12.0,4.0
2021-04-12 00:54:20.609,0.025383994062709213,12.0,4.0
2021-04-12 00:54:31.130,0.02684081918369171,12.0,4.0
2021-04-12 00:54:41.650,0.02684081918369171,12.0,4.0
2021-04-12 00:54:52.156,0.02684081918369171,12.0,4.0
2021-04-12 00:55:02.684,0.02684081918369171,12.0,4.0
2021-04-12 00:55:13.182,0.02684081918369171,12.0,4.0
2021-04-12 00:55:23.704,0.02684081918369171,12.0,4.0
2021-04-12 00:55:34.209,0.02684081918369171,12.0,4.0
2021-04-12 00:55:44.730,0.02684081918369171,12.0,4.0
2021-04-12 00:55:55.237,0.02684081918369171,12.0,4.0
2021-04-12 00:56:05.754,0.02684081918369171,12.0,4.0
2021-04-12 00:56:16.260,0.02684081918369171,12.0,4.0
2021-04-12 00:56:26.754,0.025383994062709213,12.0,4.0
2021-04-12 00:56:37.263,0.02684081918369171,12.0,4.0
2021-04-12 00:56:47.755,0.02684081918369171,12.0,4.0
2021-04-12 00:56:58.256,0.025383994062709213,12.0,4.0
2021-04-12 00:57:08.760,0.025383994062709213,12.0,4.0
2021-04-12 00:57:19.277,0.03412494478860419,12.0,4.0
2021-04-12 00:57:29.785,0.028297644304674206,12.0,4.0
2021-04-12 00:57:40.292,0.028297644304674206,12.0,4.0
2021-04-12 00:57:50.812,0.028297644304674206,12.0,4.0
2021-04-12 00:58:01.322,0.03412494478860419,12.0,4.0
2021-04-12 00:58:11.840,0.03412494478860419,12.0,4.0
2021-04-12 00:58:22.351,0.03412494478860419,12.0,4.0
2021-04-12 00:58:32.876,0.03412494478860419,12.0,4.0
2021-04-12 00:58:43.376,0.03412494478860419,12.0,4.0
2021-04-12 00:58:54.036,0.05889097184530665,12.0,4.0
2021-04-12 00:59:04.532,0.02684081918369171,12.0,4.0
2021-04-12 00:59:15.024,0.02684081918369171,12.0,4.0
2021-04-12 00:59:25.530,0.025383994062709213,12.0,4.0
2021-04-12 00:59:36.043,0.025383994062709213,12.0,4.0
2021-04-12 00:59:46.552,0.028297644304674206,12.0,4.0
2021-04-12 00:59:57.059,0.018099868457796722,12.0,4.0
2021-04-12 01:00:07.554,0.018099868457796722,12.0,4.0
2021-04-12 01:00:18.051,0.025383994062709213,12.0,4.0
2021-04-12 01:00:28.546,0.02101351869976172,12.0,4.0
2021-04-12 01:00:39.059,0.02101351869976172,12.0,4.0
2021-04-12 01:00:49.559,0.02101351869976172,12.0,4.0
2021-04-12 01:01:00.072,0.028297644304674206,12.0,4.0
2021-04-12 01:01:10.588,0.02684081918369171,12.0,4.0
2021-04-12 01:01:21.098,0.02684081918369171,12.0,4.0
2021-04-12 01:01:31.621,0.02684081918369171,12.0,4.0
2021-04-12 01:01:42.125,0.02684081918369171,12.0,4.0
2021-04-12 01:01:52.639,0.0049884423689542465,12.0,4.0
2021-04-12 01:02:03.158,0.003531617247971749,12.0,4.0
2021-04-12 01:02:13.663,0.003531617247971749,12.0,4.0
2021-04-12 01:02:24.183,0.0020747921269892514,12.0,4.0
2021-04-12 01:02:34.686,0.0020747921269892514,12.0,4.0
2021-04-12 01:02:45.202,0.003531617247971749,12.0,4.0
2021-04-12 01:02:55.707,0.0020747921269892514,12.0,4.0
2021-04-12 01:03:06.232,-0.0008388581149757436,12.0,4.0
2021-04-12 01:03:16.735,-0.0008388581149757436,12.0,4.0
2021-04-12 01:03:27.185,-0.0008388581149757436,12.0,4.0
2021-04-12 01:03:37.733,-0.0008388581149757436,12.0,4.0
2021-04-12 01:03:48.223,-0.0008388581149757436,12.0,4.0
2021-04-12 01:03:58.747,-0.0008388581149757436,12.0,4.0
2021-04-12 01:04:09.246,-0.0008388581149757436,12.0,4.0
2021-04-12 01:04:19.760,-0.0008388581149757436,12.0,4.0
2021-04-12 01:04:30.259,-0.0008388581149757436,12.0,4.0
2021-04-12 01:04:40.750,-0.008122983719888231,12.0,4.0
2021-04-12 01:04:51.243,-0.00957980884087073,12.0,4.0
2021-04-12 01:05:01.743,-0.00957980884087073,12.0,4.0
2021-04-12 01:05:12.248,-0.008122983719888231,12.0,4.0
2021-04-12 01:05:22.751,-0.005209333477923236,12.0,4.0
2021-04-12 01:05:33.255,-0.006666158598905733,12.0,4.0
2021-04-12 01:05:43.759,-0.006666158598905733,12.0,4.0
2021-04-12 01:05:54.267,-0.006666158598905733,12.0,4.0
2021-04-12 01:06:04.779,-0.006666158598905733,12.0,4.0
2021-04-12 01:06:15.290,-0.006666158598905733,12.0,4.0
2021-04-12 01:06:25.802,-0.006666158598905733,12.0,4.0
2021-04-12 01:06:36.319,-0.006666158598905733,12.0,4.0
2021-04-12 01:06:46.821,-0.006666158598905733,12.0,4.0
2021-04-12 01:06:57.322,-0.006666158598905733,12.0,4.0
2021-04-12 01:07:07.820,-0.006666158598905733,12.0,4.0
2021-04-12 01:07:18.313,-0.006666158598905733,12.0,4.0
2021-04-12 01:07:28.819,-0.006666158598905733,12.0,4.0
2021-04-12 01:07:39.325,-0.006666158598905733,12.0,4.0
2021-04-12 01:07:49.847,-0.006666158598905733,12.0,4.0
2021-04-12 01:08:00.348,-0.006666158598905733,12.0,4.0
2021-04-12 01:08:10.872,-0.006666158598905733,12.0,4.0
2021-04-12 01:08:21.372,-0.006666158598905733,12.0,4.0
2021-04-12 01:08:31.898,-0.006666158598905733,12.0,4.0
2021-04-12 01:08:42.400,-0.006666158598905733,12.0,4.0
2021-04-12 01:08:52.921,-0.006666158598905733,12.0,4.0
2021-04-12 01:09:03.432,0.02684081918369171,12.0,4.0
2021-04-12 01:09:13.950,0.0312112945466392,12.0,4.0
2021-04-12 01:09:24.449,0.0355817699095867,12.0,4.0
2021-04-12 01:09:34.966,0.032668119667621696,12.0,4.0
2021-04-12 01:09:45.479,0.0312112945466392,12.0,4.0
2021-04-12 01:09:55.991,0.029754469425656703,12.0,4.0
2021-04-12 01:10:06.495,0.037038595030569194,12.0,4.0
2021-04-12 01:10:17.001,0.0355817699095867,12.0,4.0
2021-04-12 01:10:27.504,0.0355817699095867,12.0,4.0
2021-04-12 01:10:38.001,0.0355817699095867,12.0,4.0
2021-04-12 01:10:48.499,0.03412494478860419,12.0,4.0
2021-04-12 01:10:58.999,0.03412494478860419,12.0,4.0
2021-04-12 01:11:09.498,0.0355817699095867,12.0,4.0
2021-04-12 01:11:19.995,0.03412494478860419,12.0,4.0
2021-04-12 01:11:30.493,0.0355817699095867,12.0,4.0
2021-04-12 01:11:41.003,0.0355817699095867,12.0,4.0
2021-04-12 01:11:51.514,0.0355817699095867,12.0,4.0
2021-04-12 01:12:02.016,0.02684081918369171,12.0,4.0
2021-04-12 01:12:12.532,0.02684081918369171,12.0,4.0
2021-04-12 01:12:23.042,0.029754469425656703,12.0,4.0
2021-04-12 01:12:33.546,0.028297644304674206,12.0,4.0
2021-04-12 01:12:44.059,0.028297644304674206,12.0,4.0
2021-04-12 01:12:54.563,0.02684081918369171,12.0,4.0
2021-04-12 01:13:05.079,0.0355817699095867,12.0,4.0
2021-04-12 01:13:15.582,0.0355817699095867,12.0,4.0
2021-04-12 01:13:26.100,0.0355817699095867,12.0,4.0
2021-04-12 01:13:36.595,0.0355817699095867,12.0,4.0
2021-04-12 01:13:47.086,0.03412494478860419,12.0,4.0
2021-04-12 01:13:57.652,0.03412494478860419,12.0,4.0
2021-04-12 01:14:08.168,0.03412494478860419,12.0,4.0
2021-04-12 01:14:18.673,0.03412494478860419,12.0,4.0
2021-04-12 01:14:29.191,0.03412494478860419,12.0,4.0
2021-04-12 01:14:39.688,0.032668119667621696,12.0,4.0
2021-04-12 01:14:50.180,0.03412494478860419,12.0,4.0
2021-04-12 01:15:00.678,0.03412494478860419,12.0,4.0
2021-04-12 01:15:11.196,0.03412494478860419,12.0,4.0
2021-04-12 01:15:21.691,0.03412494478860419,12.0,4.0
